Family,Intrafamilial_taxa,Genus,Species,Authority,Medullary_bundles,Source
Chenopodiaceae s.str.,Salicornioideae,Halocnemum ,strobilaceum ,(Pall.) M.Bieb.,Absent,Crivellaro (2012)
Chenopodiaceae s.str.,Salsoloideae,Halogeton,glomeratus,(M.Bieb.) Ledeb,Absent,Doležal et al. (2018)
Chenopodiaceae s.str.,Salsoloideae,Haloxylon ,articulatum, (Moq.) Bunge,Absent,Wilson (1924)
Chenopodiaceae s.str.,Salicornioideae,Heterostachys,olivascens,(Speg.) Molfino,Absent,Cuadra et al. (2020)
Chenopodiaceae s.str.,Salicornioideae,Heterostachys,ritteriana,(Moq.) Ung.-Sternb.,Absent,Cuadra et al. (2020)
Chenopodiaceae s.str.,Salicornioideae,Salicornia,europaea,L.,Absent,Wilson (1924); Grigore et al. (2014)
Chenopodiaceae s.str.,Salicornioideae,Salicornia,fruticosa,L.,Absent,Crivellaro & Schweingruber (2013); Hasanuzzaman et al. (2019)
Chenopodiaceae s.str.,Salicornioideae,Salicornia,perennis,Mill.,Absent,"Crivellaro (2012), Crivellaro & Schweingruber (2013), Pérez Cuadra and Hermann (2014). "
Chenopodiaceae s.str.,Salsoloideae,Anabasis,aphylla ,L.,Absent,Timonin (2011)
Chenopodiaceae s.str.,Salsoloideae,Anabasis,setifera,Moq.,Absent,This study
Chenopodiaceae s.str.,Salsoloideae,Horaninowia,ulicina,Fischer & C.A. Mey.,Absent,Timonin (2011)
Chenopodiaceae s.str.,Salsoloideae,Noaea ,mucronata ,(Forssk.) Asch. & Schweinf.,Absent,Crivellaro (2012)
Chenopodiaceae s.str.,Salsoloideae,Nucularia,perrinii,Batt.,Absent,Heklau et al. (2012)
Chenopodiaceae s.str.,Salsoloideae,Ofaiston,monandrum,(Pall.) Moq.,Absent,Timonin (2011)
Chenopodiaceae s.str.,Salsoloideae,Petrosimonia,monandra,(Pall.) Bunge,Absent,Timonin (2011)
Chenopodiaceae s.str.,Salsoloideae,Petrosimonia,oppositifolia,(Pall.) Litv.,Absent,Timonin (2011)
Chenopodiaceae s.str.,Salsoloideae,Petrosimonia,triandra,(Pall.) Rech.f.,Absent,This study
Chenopodiaceae s.str.,Salsoloideae,Pyankovia,brachiata,(Pall.) Akhani & Roalson,Absent,Timonin (2011)
Chenopodiaceae s.str.,Salsoloideae,Salsola,australis,R.Br.,Absent,Timonin (2011)
Chenopodiaceae s.str.,Salsoloideae,Soda,oppositifolia,(Desf.) Akhani,Absent,Grigore et al. (2014)
Chenopodiaceae s.str.,Salsoloideae,Soda,inermis,Fourr.,Absent,Wilson (1924)
Chenopodiaceae s.str.,Suaedoideae,Suaeda ,aegyptiaca ,(Hasselq.) Zohary,Absent,Crivellaro & Schweingruber (2013)
Chenopodiaceae s.str.,Suaedoideae,Suaeda,fruticosa,(L.) L.,Absent,Wilson (1924); Shelke et al. (2019)
Chenopodiaceae s.str.,Suaedoideae,Suaeda,heterophylla,(Kar. & Kir.) Bunge ex Boiss.,Absent,Timonin (2011)
Chenopodiaceae s.str.,Suaedoideae,Suaeda,maritima,(L.) Dumort.,Absent,Grigore et al. (2014)
Chenopodiaceae s.str.,Suaedoideae,Suaeda,microphylla,Pall.,Absent,Timonin (2011)
Chenopodiaceae s.str.,Suaedoideae,Suaeda,nudiflora,(Willd.) Moq.,Absent,Shelke et al. (2019)
Chenopodiaceae s.str.,Suaedoideae,Suaeda,spicata,Moq.,Absent,Grigore et al. (2014)
Chenopodiaceae s.str.,Suaedoideae,Suaeda ,vera ,Forssk.,Absent,Crivellaro & Schweingruber (2013)
Didiereaceae,Didiereoideae,Alluaudia,comosa,(Drake) Drake,Absent,Hernandes-Lopes et al. (2016)
Didiereaceae,Didiereoideae,Alluaudia,procera,(Drake) Drake,Absent,Hernandes-Lopes et al. (2016)
Didiereaceae,Didiereoideae,Alluaudiopsis,fiherenensis,Humbert & Choux,Absent,Hernandes-Lopes et al. (2016)
Didiereaceae,Didiereoideae,Alluaudiopsis,marnieriana,Rauh,Absent,Hernandes-Lopes et al. (2016)
Didiereaceae,Didiereoideae,Decarya,madagascariensis,Choux,Absent,Hernandes-Lopes et al. (2016)
Didiereaceae,Didiereoideae,Didierea,madagascariensis,Baill.,Absent,Hernandes-Lopes et al. (2016)
Didiereaceae,Didiereoideae,Didierea,trollii,Capuron & Rauh,Absent,Hernandes-Lopes et al. (2016)
Didiereaceae,Portulacarioideae,Portulacaria,afra,Jacq.,Absent,Hernandes-Lopes et al. (2016)
Didiereaceae,Portulacarioideae,Portulacaria,armiana,van Jaarsv.,Absent,Hernandes-Lopes et al. (2016)
Didiereaceae,Portulacarioideae,Portulacaria,carrissoana,(Exell & Mendonça) Bruyns & Klak,Absent,Hernandes-Lopes et al. (2016)
Didiereaceae,Portulacarioideae,Portulacaria,fruticulosa,(H.Pearson & Stephens) Bruyns & Klak,Absent,Hernandes-Lopes et al. (2016)
Didiereaceae,Portulacarioideae,Portulacaria,longipedunculata,(Merxm. & Podlech) Bruyns & Klak,Absent,Hernandes-Lopes et al. (2016)
Didiereaceae,Portulacarioideae,Portulacaria,namaquensis,Sond.,Absent,Hernandes-Lopes et al. (2016)
Didiereaceae,Portulacarioideae,Portulacaria,pygmaea,Pillans,Absent,Hernandes-Lopes et al. (2016)
Dioncophyllaceae,n/a,Dioncophyllum,tholloni,Baill.,Absent,Sprague (1916)
Dioncophyllaceae,n/a,Habropetalum,dawei,(Hutch. & Dalziel) Airy Shaw,Absent,Metcalfe (1951)
Dioncophyllaceae,n/a,Triphyophyllum,peltatum,(Hutch. & Dalziel) Airy Shaw,Absent,Metcalfe (1951)
Droseraceae,n/a,Aldrovanda,vesiculosa,L.,Absent,Stãnescu & Toma (2007); Schweingruber et al. (2020)
Droseraceae,n/a,Dionaea,muscipula ,J.Ellis,Absent,This study
Droseraceae,n/a,Drosera,andersoniana,W.Fitzg.,Absent,Debhur (1977)
Droseraceae,n/a,Drosera,anglica,Huds.,Absent,Crivellaro & Schweingruber (2015); Schweingruber et al. (2020)
Droseraceae,n/a,Drosera,auriculata,Backh. ex Planch.,Absent,Debhur (1977)
Droseraceae,n/a,Drosera,bulbigma ,Morrison,Absent,Debhur (1977)
Droseraceae,n/a,Drosera,bulbosa ,Hook.,Absent,Debhur (1977)
Droseraceae,n/a,Drosera,capensis,L.,Present,Stãnescu & Toma (2009)
Droseraceae,n/a,Drosera,ervthrorrhiza ,Lindl.,Absent,Debhur (1977)
Droseraceae,n/a,Drosera,fimbriata,DeBuhr,Present,Debhur (1977)
Droseraceae,n/a,Drosera,gigantea,Lindl.,Absent,Debhur (1977)
Droseraceae,n/a,Drosera,heterophylla,Lindl.,Absent,Debhur (1977)
Droseraceae,n/a,Drosera,huegelii ,Endl.,Absent,Debhur (1977)
Droseraceae,n/a,Drosera,macrantha,Endl.,Absent,Debhur (1977)
Droseraceae,n/a,Drosera,macrophylla ,Lindl.,Absent,Debhur (1977)
Droseraceae,n/a,Drosera,marchantii ,DeBuhr,Absent,Debhur (1977)
Droseraceae,n/a,Drosera,menziesii ,R.Br.,Absent,Debhur (1977)
Droseraceae,n/a,Drosera,microphylla,Endl.,Absent,Debhur (1977)
Droseraceae,n/a,Drosera,modesta,Diels,Absent,Debhur (1977)
Droseraceae,n/a,Drosera,myriantha,Diels,Absent,Debhur (1977)
Droseraceae,n/a,Drosera,neesii,Lehm.,Absent,Debhur (1977)
Droseraceae,n/a,Drosera,pallida,Lindl.,Absent,Debhur (1977)
Droseraceae,n/a,Drosera,peltata,Smith,Absent,Debhur (1977)
Droseraceae,n/a,Drosera,planchonii ,Hook.,Absent,Debhur (1977)
Droseraceae,n/a,Drosera,platypoda,Turcz.,Present,Debhur (1977)
Droseraceae,n/a,Drosera,ramelosa,Lehm.,Absent,Debhur (1977)
Droseraceae,n/a,Drosera,stolonifera,Endl.,Present,Debhur (1977)
Droseraceae,n/a,Drosera,subhirtella ,Planch.,Absent,Debhur (1977)
Droseraceae,n/a,Drosera,sulphurea ,Lehm.,Absent,Debhur (1977)
Droseraceae,n/a,Drosera,thysanosepala ,Diels,Absent,Debhur (1977)
Droseraceae,n/a,Drosera,auriculata,Backh. ex Planch.,Absent,Debhur (1977)
Droseraceae,n/a,Drosera,whittakeri,Planch.,Absent,Debhur (1977)
Droseraceae,n/a,Drosera,zonaria,Planch.,Absent,Debhur (1977)
Drosophyllaceae,n/a,Drosophyllum,lusitanicum,(L.) Link,Absent,Schweingruber et al. (2011)
Frankeniaceae,n/a,Frankenia,hirsuta,L.,Absent,Crivellaro & Schweingruber (2013)
Frankeniaceae,n/a,Frankenia ,laevis,L.,Absent,Grigore et al. (2014)
Frankeniaceae,n/a,Frankenia ,pulverulenta,L.,Absent,Cuadra & Cambi (2014)
Gisekiaceae,n/a,Gisekia,pharnaceoides,L.,Absent,This study; Jain et al. (2010); Sunita & Manju (2018) 
Halophytaceae,n/a,Halophytum,ameghinoi,(Speg.) Speg.,Absent,Fernandez et al. (2016)
Kewaceae,n/a,Kewa,bowkeriana,(Sond.) Christenh.,Absent,This study
Kewaceae,n/a,Kewa,salsoloides,(Burch.) Christenh.,Absent,This study
Limeaceae,n/a,Limeum,aethiopicum ,Burm.f.,Absent,This study
Limeaceae,n/a,Limeum,fenestratum,(Fenzl) Heimerl,Absent,This study
Limeaceae,n/a,Limeum,viscosum ,Burtt Davy,Absent,This study
Lophiocarpaceae,n/a,Corbichonia ,exelii,Sukhor.,Absent,This study
Lophiocarpaceae,n/a,Corbichonia ,decumbens ,(Forssk.) Exell,Absent,Sunita & Manju (2018)
Lophiocarpaceae,n/a,Lophiocarpus,polystachyus,Turcz.,Absent,This study
Macarthuriaceae,n/a,Macarthuria,australis,Huegel ex Endl.,Absent,This study
Macarthuriaceae,n/a,Macarthuria,complanata,E.M.Ross,Absent,This study
Microteaceae,n/a,Microtea ,celosioides,(Spreng.) Moq. ex Sennikov & Sukhor.,Absent,This study
Molluginaceae,n/a,Glinus,oppositifolius,(L.) Aug.DC.,Absent,This study; Ridgway & Rowson (1956)
Molluginaceae,n/a,Hypertelis,cerviana,(L.) Thulin,Absent,Jyothi et al. (2010)
Molluginaceae,n/a,Hypertelis,spergulacea,E.Mey. ex Fenzl,Absent,This study
Molluginaceae,n/a,Hyperteris ,walteri ,(Friedr.) Thulin,Absent,This study
Molluginaceae,n/a,Paramollugo,nudicaulis ,(Lam.) Thulin,Absent,This study
Molluginaceae,n/a,Pharnaceum,incanum,L.,Absent,This study
Molluginaceae,n/a,Pharnaceum,sp.,,Absent,This study
Molluginaceae,n/a,Polpoda,capensis,C.Presl,Absent,This study
Montiaceae,n/a,Claytonia ,virginica,L.,Absent,Milby (1980)
Montiaceae,n/a,Hectorella,caespitosa,Hook. f.,Absent,Krishnamurthy et al. (2015)
Montiaceae,n/a,Lewisia,rediviva,Pursh,Absent,This study
Montiaceae,n/a,Montia ,fontana ,L.,Absent,This study
Nepenthaceae,n/a,Nepenthes,ampullaria,Jack,Absent,Schwallier et al. (2017)
Nepenthaceae,n/a,Nepenthes,bicalcarata,Hook.f.,Absent,Schwallier et al. (2017)
Nepenthaceae,n/a,Nepenthes,bokorensis,Mey,Absent,Schwallier et al. (2017)
Nepenthaceae,n/a,Nepenthes,burbidgeae,Hook.f. ex Burb.,Present,Schwallier et al. (2017)
Nepenthaceae,n/a,Nepenthes,chaniana,"C.Clarke, C.Lee & S.McPherson.",Absent,Schwallier et al. (2017)
Nepenthaceae,n/a,Nepenthes,distillatoria,L.,Absent,Schwallier et al. (2017)
Nepenthaceae,n/a,Nepenthes,edwardsiana,H.Low ex Hook.f.,Absent,Schwallier et al. (2017)
Nepenthaceae,n/a,Nepenthes,gracilis,Korth.,Absent,Schwallier et al. (2017)
Nepenthaceae,n/a,Nepenthes,gracillima,Ridl.,Absent,Schwallier et al. (2017)
Nepenthaceae,n/a,Nepenthes,gymnamphora,Reinw. ex Nees,Absent,Schwallier et al. (2017)
Nepenthaceae,n/a,Nepenthes,hirsuta,Hook.f.,Absent,Schwallier et al. (2017)
Nepenthaceae,n/a,Nepenthes,kerrii,M.Catal. & Kruetr.,Absent,Schwallier et al. (2017)
Nepenthaceae,n/a,Nepenthes,khasiana,Hook.f,Absent,Schwallier et al. (2017)
Nepenthaceae,n/a,Nepenthes,lamii,Jebb and Cheek,Absent,Schwallier et al. (2017)
Nepenthaceae,n/a,Nepenthes,lowii,Hook.f.,Absent,Schwallier et al. (2017)
Nepenthaceae,n/a,Nepenthes,macfarlanei,Hemsl.,Present,Schwallier et al. (2017)
Nepenthaceae,n/a,Nepenthes,madagascariensis,Poir.,Absent,Schwallier et al. (2017)
Nepenthaceae,n/a,Nepenthes,maxima,Reinw.,Absent,Schwallier et al. (2017)
Nepenthaceae,n/a,Nepenthes,mirabilis,(Lour.) Druce,Absent,Schwallier et al. (2017)
Nepenthaceae,n/a,Nepenthes,muluensis,M.Hotta,Absent,Schwallier et al. (2017)
Nepenthaceae,n/a,Nepenthes,neoguineensis,Macfarl.,Absent,Schwallier et al. (2017)
Nepenthaceae,n/a,Nepenthes,pervillei,Blume,Absent,Schwallier et al. (2017)
Nepenthaceae,n/a,Nepenthes,pilosa,Danser,Present,Schwallier et al. (2017)
Nepenthaceae,n/a,Nepenthes,rafflesiana,Jack,Absent,Schwallier et al. (2017)
Nepenthaceae,n/a,Nepenthes,rajah,Hook.f.,Absent,Schwallier et al. (2017)
Nepenthaceae,n/a,Nepenthes,ramispina,Ridl.,Absent,Schwallier et al. (2017)
Nepenthaceae,n/a,Nepenthes,reinwardtiana,Miq.,Present,Schwallier et al. (2017)
Nepenthaceae,n/a,Nepenthes,rhombicaulis,Sh.Kurata,Absent,Schwallier et al. (2017)
Nepenthaceae,n/a,Nepenthes,sanguinea,Lindl.,Present,Schwallier et al. (2017)
Nepenthaceae,n/a,Nepenthes,smilesii,Hemsl.,Absent,Schwallier et al. (2017)
Nepenthaceae,n/a,Nepenthes,stenophylla,Mast.,Present,Schwallier et al. (2017)
Nepenthaceae,n/a,Nepenthes,tentaculata,Hook.f.,Absent,Schwallier et al. (2017)
Nepenthaceae,n/a,Nepenthes,thorelii,Lecomte,Absent,Schwallier et al. (2017)
Nepenthaceae,n/a,Nepenthes,tobaica,Danser,Present,Schwallier et al. (2017)
Nepenthaceae,n/a,Nepenthes,tomoriana,Danser,Absent,Schwallier et al. (2017)
Nepenthaceae,n/a,Nepenthes,veitchii,Hook.f.,Present,Schwallier et al. (2017)
Nepenthaceae,n/a,Nepenthes,villosa,Hook.f.,Absent,Schwallier et al. (2017)
Nepenthaceae,n/a,Nepenthes,sp.,,Absent,Schwallier et al. (2017)
Nyctaginaceae,Boldoeae,Cryptocarpus ,pyriformis ,Kunth,Present,Cunha Neto et al. (2020)
Nyctaginaceae,Boldoeae,Salpianthus,arenarius ,Bonpl.,Present,Cunha Neto et al. (2020)
Nyctaginaceae,Boldoeae,Salpianthus,macrodontus,Standl.,Present,Cunha Neto et al. (2020)
Nyctaginaceae,Boldoeae,Salpianthus,purpurascens,(Cav. ex Lag.) Hook. & Arn.,Present,Cunha Neto et al. (2020)
Nyctaginaceae,Bougainvilleeae,Belemia,cordata,Harley & Giul.,Present,This study
Nyctaginaceae,Bougainvilleeae,Belemia,fucsioides,Pires,Present,Cunha Neto et al. (2020)
Nyctaginaceae,Bougainvilleeae,Bougainvillea ,sp. 1,,Present,Cunha Neto et al. (2020)
Nyctaginaceae,Bougainvilleeae,Bougainvillea ,sp. 2,,Present,Cunha Neto et al. (2020)
Nyctaginaceae,Bougainvilleeae,Bougainvillea ,berberidifolia,Heimerl,Present,Cunha Neto et al. (2020)
Nyctaginaceae,Bougainvilleeae,Bougainvillea ,campanulata,Heimerl,Present,Cunha Neto et al. (2020)
Nyctaginaceae,Bougainvilleeae,Bougainvillea ,modesta,Heimerl,Present,Cunha Neto et al. (2020)
Nyctaginaceae,Bougainvilleeae,Bougainvillea ,stipitata,Griseb.,Present,Cunha Neto et al. (2020)
Nyctaginaceae,Bougainvilleeae,Bougainvillea ,spectabilis,Willd.,Present,Cunha Neto et al. (2020)
Nyctaginaceae,Bougainvilleeae,Phaeoptilum ,spinosum ,Radlk.,Present,Cunha Neto et al. (2020)
Nyctaginaceae,Colignonieae,Colignonia,glomerata,Griseb.,Present,Cunha Neto et al. (2020)
Nyctaginaceae,Colignonieae,Colignonia,rufopilosa,Kuntze,Present,Cunha Neto et al. (2020)
Nyctaginaceae,Leucastereae,Andradea ,floribunda ,Allemão,Absent,Cunha Neto et al. (2020)
Nyctaginaceae,Leucastereae,Leucaster,caniflorus,(Mart.) Choisy,Absent,Cunha Neto et al. (2020)
Nyctaginaceae,Leucastereae,Ramisia,brasiliensis,Oliv.,Absent,Cunha Neto et al. (2020)
Nyctaginaceae,Leucastereae,Reichenbachia,hirsuta,Spreng.,Absent,Cunha Neto et al. (2020)
Nyctaginaceae,Nyctagineae,Abronia, fragrans ,Nutt. ex Hook.,Present,Cunha Neto et al. (2020)
Nyctaginaceae,Nyctagineae,Abronia,neealleyi,Standl.,Present,Cunha Neto et al. (2020)
Nyctaginaceae,Nyctagineae,Acleisanthes,acutifolia ,Standl.,Present,Cunha Neto et al. (2020)
Nyctaginaceae,Nyctagineae,Acleisanthes,chenopodioides ,(A.Gray) R.A.Levin,Present,Cunha Neto et al. (2020)
Nyctaginaceae,Nyctagineae,Acleisanthes,longiflora,A.Gray,Present,Cunha Neto et al. (2020)
Nyctaginaceae,Nyctagineae,Allionia,choisyi,Standl.,Present,Cunha Neto et al. (2020)
Nyctaginaceae,Nyctagineae,Allionia,incarnata,L.,Present,Cunha Neto et al. (2020)
Nyctaginaceae,Nyctagineae,Anulocaulis ,leiosolenus var. leiosolenus,(Torr.) Standl. ,Present,Cunha Neto et al. (2020)
Nyctaginaceae,Nyctagineae,Boerhavia, diffusa ,L.,Present,Cunha Neto et al. (2020)
Nyctaginaceae,Nyctagineae,Boerhavia,hereroensis ,Heimerl,Present,Cunha Neto et al. (2020)
Nyctaginaceae,Nyctagineae,Boerhavia,linearifolia,A.Gray,Present,Cunha Neto et al. (2020)
Nyctaginaceae,Nyctagineae,Boerhavia,torreyana,(S.Watson) Standl.,Present,Cunha Neto et al. (2020)
Nyctaginaceae,Nyctagineae,Boerhavia,wrightii,A.Gray,Present,Cunha Neto et al. (2020)
Nyctaginaceae,Nyctagineae,Commicarpus,scandens,(L.) Standl.,Present,Cunha Neto et al. (2020)
Nyctaginaceae,Nyctagineae,Cyphomeris ,gypsophiloides ,(M. Martens & Galeotti) Standl.,Present,Cunha Neto et al. (2020)
Nyctaginaceae,Nyctagineae,Mirabilis,sp. ,,Present,Cunha Neto et al. (2020)
Nyctaginaceae,Nyctagineae,Mirabilis,aggregata,(Ortega) Cav.,Present,Cunha Neto et al. (2020)
Nyctaginaceae,Nyctagineae,Mirabilis,cf. albida,(Walter) Heimerl,Present,Cunha Neto et al. (2020)
Nyctaginaceae,Nyctagineae,Mirabilis,alipes ,(S. Wats.) Pilz,Present,Henández-Ledesma et al. (2011)
Nyctaginaceae,Nyctagineae,Mirabilis,coccinea,(Torr.) Hook.,Present,Henández-Ledesma et al. (2011)
Nyctaginaceae,Nyctagineae,Mirabilis,glabrata,(S.Wats.) Standl.,Present,Henández-Ledesma et al. (2011)
Nyctaginaceae,Nyctagineae,Mirabilis,glabrifolia ,(Ort.) I.M.Johnst.,Present,Henández-Ledesma et al. (2011)
Nyctaginaceae,Nyctagineae,Mirabilis,gracilis,(Standl.) Le Duc,Present,Henández-Ledesma et al. (2011)
Nyctaginaceae,Nyctagineae,Mirabilis,grandiflora,(Standl.) Standl.,Present,Henández-Ledesma et al. (2011)
Nyctaginaceae,Nyctagineae,Mirabilis,jalapa,L.,Present,Cunha Neto et al. (2020)
Nyctaginaceae,Nyctagineae,Mirabilis,laevis,(Benth.) Curran,Present,Henández-Ledesma et al. (2011)
Nyctaginaceae,Nyctagineae,Mirabilis,linearis ,(Pursh) Heimerl,Present,Henández-Ledesma et al. (2011)
Nyctaginaceae,Nyctagineae,Mirabilis,longiflora,L.,Present,Henández-Ledesma et al. (2011)
Nyctaginaceae,Nyctagineae,Mirabilis,melanotricha ,(Standl.) Spellenb.,Present,Henández-Ledesma et al. (2011)
Nyctaginaceae,Nyctagineae,Mirabilis,multiflora ,(Torrey) A. Gray,Present,Henández-Ledesma et al. (2011)
Nyctaginaceae,Nyctagineae,Mirabilis,nyctaginea ,(Michx.) MacMill.,Present,Henández-Ledesma et al. (2011)
Nyctaginaceae,Nyctagineae,Mirabilis,pringlei,Weath.,Present,Henández-Ledesma et al. (2011)
Nyctaginaceae,Nyctagineae,Mirabilis,oligantha ,(Standl.) Macbr.,Present,Henández-Ledesma et al. (2011)
Nyctaginaceae,Nyctagineae,Mirabilis,oxybaphoides ,(A.Gray) A.Gray,Present,Henández-Ledesma et al. (2011)
Nyctaginaceae,Nyctagineae,Mirabilis,pudica ,Barneby,Present,Henández-Ledesma et al. (2011)
Nyctaginaceae,Nyctagineae,Mirabilis,sanguinea,Heimerl,Present,Henández-Ledesma et al. (2011)
Nyctaginaceae,Nyctagineae,Mirabilis,suffruticosa ,(Standl.) Standl.,Present,Henández-Ledesma et al. (2011)
Nyctaginaceae,Nyctagineae,Mirabilis,tenuiloba ,S. Wats.,Present,Henández-Ledesma et al. (2011)
Nyctaginaceae,Nyctagineae,Mirabilis,violacea ,(L.) Heimerl,Present,Henández-Ledesma et al. (2011)
Nyctaginaceae,Nyctagineae,Mirabilis,viscosa,Cav.,Present,Cunha Neto et al. (2020)
Nyctaginaceae,Nyctagineae,Mirabilis,triflora ,Benth.,Present,Henández-Ledesma et al. (2011)
Nyctaginaceae,Nyctagineae,Nyctaginia,capitata,Choisy,Present,Cunha Neto et al. (2020)
Nyctaginaceae,Nyctagineae,Okenia,hypogea,Schltdl. & Cham.,Present,Cunha Neto et al. (2020)
Nyctaginaceae,Pisonieae,Grajalesia ,fasciculata ,(Standl.) Miranda,Present,Cunha Neto et al. (2020)
Nyctaginaceae,Pisonieae,Guapira,linearibracteata ,(Heimerl) Lundell,Present,Cunha Neto et al. (2020)
Nyctaginaceae,Pisonieae,Guapira,pernambucensis,(Casar.) Lundell,Present,Cunha Neto et al. (2020)
Nyctaginaceae,Pisonieae,Guapira,graciliflora,(Mart. ex J.A.Schmidt) Lundell,Present,Cunha Neto et al. (2020)
Nyctaginaceae,Pisonieae,Guapira,laxa,(Netto) Furlan,Present,Cunha Neto et al. (2020)
Nyctaginaceae,Pisonieae,Guapira,ligustrifolia,(Heimerl) Lundell,Present,Cunha Neto et al. (2020)
Nyctaginaceae,Pisonieae,Guapira,opposita,(Vell.) Reitz.,Present,Cunha Neto et al. (2020)
Nyctaginaceae,Pisonieae,Neea,delicatula,Standl.,Present,Cunha Neto et al. (2020)
Nyctaginaceae,Pisonieae,Neea,hermaphrodita ,S.Moore,Present,Cunha Neto et al. (2020)
Nyctaginaceae,Pisonieae,Neea,laetevirens,Standl.,Present,Cunha Neto et al. (2020)
Nyctaginaceae,Pisonieae,Neea,macrophylla ,Britton ex Rusby,Present,Cunha Neto et al. (2020)
Nyctaginaceae,Pisonieae,Neea,ovalifolia,Spruce ex J.A.Schmidt,Present,Cunha Neto et al. (2020)
Nyctaginaceae,Pisonieae,Neea,psychotrioides ,Donn.Sm.,Present,Cunha Neto et al. (2020)
Nyctaginaceae,Pisonieae,Pisonia,sp. 1,,Present,Cunha Neto et al. (2020)
Nyctaginaceae,Pisonieae,Pisonia,sp. 2,,Present,Cunha Neto et al. (2020)
Nyctaginaceae,Pisonieae,Pisonia,sp. 3,,Present,Cunha Neto et al. (2020)
Nyctaginaceae,Pisonieae,Pisonia,aculeta,L.,Present,Cunha Neto et al. (2020)
Nyctaginaceae,Pisonieae,Pisonia,zapallo,Griseb.,Present,Cunha Neto et al. (2020)
Nyctaginaceae,Pisonieae,Pisoniella,arborescens,(Lag. & Rodr.) Standl.,Present,Cunha Neto et al. (2020)
Nyctaginaceae,Pisonieae,Pisoniella,glabrata,(Heimerl) Standl.,Present,Cunha Neto et al. (2020)
Petiveriaceae ,n/a,Gallesia ,integrifolia,(Spreng.) Harms,Present,This study
Petiveriaceae ,n/a,Hilleria ,latifolia,(Lam.) H.Walter,Absent,Carlquist (2000)
Petiveriaceae ,n/a,Ledenbergia,seguierioides,Klotzsch ex Moq.,Absent,This study
Petiveriaceae ,n/a,Monococcus,echinophorus ,F.Muell.,Absent,Jansen et al. (2000)
Petiveriaceae ,n/a,Petiveria,alliacea,L.,Absent,This study; Carlquist (2000); Duarte and Lopes (2005)
Petiveriaceae ,n/a,Rivina ,humilis,L.,Absent,This study; Pugialli & Marquete (1989) 
Petiveriaceae ,n/a,Schindleria ,racemosa ,(Britton ex Rusby) H.Walter,Absent,This study; Carlquist (2000)
Petiveriaceae ,n/a,Seguieria ,americana,L.,Absent,This study
Petiveriaceae ,n/a,Seguieria ,langsdorffii,Moq.,Absent,This study
Petiveriaceae ,n/a,Trichostigma,octandrum,(L.) H.Walter,Absent,This study; Carlquist (2000)
Physenaceae,n/a,Physena,madagascariensis,Thou. ex Tul.,Absent,This study
Phytolaccaceae,n/a,Anisomeria,chilensis,H.Walter,Absent,This study
Phytolaccaceae,n/a,Ercilla,spicata,(Bertero) Moq. ,Absent,This study
Phytolaccaceae,n/a,Phytolacca,acinosa,Roxb.,Absent,This study
Phytolaccaceae,n/a,Phytolacca,americana,L.,Absent,Mikesell (1979)
Phytolaccaceae,n/a,Phytolacca,dioica,L.,Present,De Bary (1884); Wheat (1977); Kirchoff and Fahn (1984); Carlquist (2000)
Phytolaccaceae,n/a,Phytolacca,icosandra,L.,Absent,This study
Phytolaccaceae,n/a,Phytolacca,meziana,H.Walter,Absent,Wheat (1977)
Phytolaccaceae,n/a,Phytolacca ,pruinosa, Fenzl,Absent,Crivellaro & Schweingruber (2013)
Phytolaccaceae,n/a,Phytolacca,sp.,,Absent,This study
Phytolaccaceae,n/a,Phytolacca,thyrsiflora,Fenzl ex J.A.Schmidt,Absent,This study
Plumbaginaceae,n/a,Acantholimon,sp.,,Present,Solereder (1908)
Plumbaginaceae,n/a,Acantholimon,sp.,,Present,Metcalf & Chalk (1950)
Plumbaginaceae,n/a,Acantholimon,calvertii,Boiss.,Absent,This study
Plumbaginaceae,n/a,Acantholimon,karelinii,Bunge,Absent,This study
Plumbaginaceae,n/a,Armeria,sp.,,Present,Solereder (1908)
Plumbaginaceae,n/a,Bukiniczia,cabulica,(Boiss.) Lincz.,Absent,Doležal et al. (2018)
Plumbaginaceae,n/a,Limonium,albidum,(Guss.) Pignatti,Absent,Colombo & Salvatore (1992)
Plumbaginaceae,n/a,Limonium,brasiliense,(Boiss.) Kuntze,Present,Antonelli-Ushirobira et al. (2015)
Plumbaginaceae,n/a,Limonium,californicum,(Boiss.) A.Heller,Present,Carlquist & Boggs (1996)
Plumbaginaceae,n/a,Limonium,commune,Gray,Present,Carlquist & Boggs (1996)
Plumbaginaceae,n/a,Limonium ,furfuraceum,(Lag.) Kuntze,Absent,Grigore et al. (2014)
Plumbaginaceae,n/a,Limonium ,girardianum,Kuntze,Absent,Grigore et al. (2014)
Plumbaginaceae,n/a,Limonium ,intermedium ,(Guss.) Brullo,Absent,Colombo & Salvatore (1992)
Plumbaginaceae,n/a,Limonium ,lopadusanum,Brullo,Absent,Colombo & Salvatore (1992)
Plumbaginaceae,n/a,Limonium ,narbonense,Mill.,Absent,Grigore et al. (2014)
Plumbaginaceae,n/a,Limonium,sareptanum,(A.Becker) Gams,Absent,This study
Plumbaginaceae,n/a,Limonium,vulgare,Mill.,Present,Metcalf & Chalk (1950)
Plumbaginaceae,n/a,Plumbago ,auriculata ,Lam.,Absent,Crivellaro (2012)
